"SAID","sample_address","zipcode","soil_remediation_status","soil_remediation_date","soil_sample_date","high_lead_result"
31589,"3524 N 40 ST",68111,"Ineligible",NA,2004-04-20,102
61731,"5838 SAHLER ST",68104,NA,NA,NA,NA
67688,"225 S 55 ST",68132,"Ineligible",NA,2009-07-02,145
78998,"3217 S 59 ST",68106,NA,NA,NA,NA
59940,"4124 N 60 ST",68104,NA,NA,NA,NA
56086,"12950 N 48 ST",68152,NA,NA,NA,NA
20022,"1342 S 25 ST",68105,"Remediated",2010-09-01,2004-03-31,444
76244,"6319 FRANKLIN ST",68104,NA,NA,NA,NA
41140,"2885 VANE ST",68112,NA,NA,NA,NA
21218,"1016 S 36 ST",68105,"Ineligible",NA,2003-10-30,145.29
44054,"3942 DREXEL ST",68107,"Ineligible",NA,2008-12-08,87.3
39385,"6317 N 31 AV",68111,NA,NA,NA,NA
13128,"3512 S 30 AV",68105,"Ineligible",NA,2008-12-05,223
47883,"5256 S 16 ST",68107,"Ineligible",NA,2017-10-24,31
36303,"2419 CAMDEN AV",68111,"Remediated",2014-10-27,2014-06-04,536
70940,"680 N 58 ST",68132,NA,NA,NA,NA
23440,"4402 WAKELEY ST",68131,"Eligible",NA,2003-12-04,1078.9
78316,"6231 WILLIAM ST",68106,NA,NA,NA,NA
32568,"2573 MANDERSON ST",68111,"Remediated",2007-08-01,2003-08-20,896.8
68020,"509 N 62 ST",68132,NA,NA,NA,NA
82904,"4913 SPAULDING ST",68104,NA,NA,NA,NA
23203,"3915 DAVENPORT ST",68131,"Remediated",2014-06-25,2003-07-09,532.4
88426,NA,NA,NA,NA,NA,NA
55456,"5141 Y ST",68117,NA,NA,NA,NA
79776,"9004 TIMBERLINE DR",68152,NA,NA,NA,NA
86758,"5012 PIERCE ST",68106,NA,NA,NA,NA
18401,"1920 S 35 AV",68105,"Ineligible",NA,2004-07-28,234.28
1614,"911 ATLAS ST",68107,"Ineligible",NA,1999-11-05,193.8
61941,"5404 WILLIAM ST",68106,NA,NA,NA,NA
78761,"3440 1/2 WEBSTER ST",68131,NA,NA,NA,NA
38109,"5750 N 34 ST",68111,"Ineligible",NA,2003-12-04,108.81
33633,"4116 N 38 ST",68111,"Ineligible",NA,2004-08-18,145.38
47370,"4145 S ST",68107,"Ineligible",NA,2009-06-09,246
64844,"5007 PARKER ST",68104,NA,NA,NA,NA
43295,"10505 N 47 AV",68112,NA,NA,NA,NA
38653,"2423 CROWN POINT AV",68111,"Remediated",2010-09-02,2008-08-07,403
32592,"3310 MANDERSON ST",68111,NA,NA,NA,NA
31568,"1622 EMMET ST",68110,"Remediated",2008-09-18,2008-05-29,1953
32148,"3540 N 28 ST",68111,"Ineligible",NA,2010-11-11,380
74481,"4543 CROWN POINT AV",68104,NA,NA,NA,NA
15264,"2823 S 32 ST",68105,"Remediated",2005-11-14,2004-11-15,1427.8
25052,"963 N 28 AV",68131,"Ineligible",NA,2004-06-28,113.55
29944,"4290 WIRT ST",68111,"Ineligible",NA,2003-10-01,296.25
62077,"5523 PACIFIC ST",68106,NA,NA,NA,NA
69912,"2526 N 63 ST",68104,NA,NA,NA,NA
19066,"1729 S 14 ST",68108,"Remediated",2007-07-21,2006-07-06,978.33
63706,"2050 N 61 ST",68104,NA,NA,NA,NA
2530,"2402 S 21 ST",68108,"Ineligible",NA,2008-08-05,240
58689,"4674 BANCROFT ST",68106,NA,NA,NA,NA
21202,"4374 MASON ST",68105,"Ineligible",NA,2003-07-29,281.8
27052,"3805 BLONDO ST",68111,"Ineligible",NA,2005-01-11,65.13
16010,"2710 S 19 ST",68108,"Remediated",2006-07-20,2003-07-01,972.59
72445,"5657 S 50 ST",68117,NA,NA,NA,NA
73463,"4474 S 60 AV",68117,NA,NA,NA,NA
45198,"6302 S 31 ST",68107,"Ineligible",NA,2004-11-29,279.6
43074,"9430 N 29 ST",68112,NA,NA,NA,NA
42657,"3132 YOUNG ST",68112,NA,NA,NA,NA
37145,"5309 N 6 ST",68110,NA,NA,NA,NA
41027,"7214 NORTH RIDGE DR",68112,NA,NA,NA,NA
85531,"5307 P ST",68117,NA,NA,NA,NA
1114,"3902 N 22 ST",68110,"Remediated",2013-07-15,1999-10-09,441
42552,"4412 YOUNG ST",68112,NA,NA,NA,NA
26551,"2103 CLARK ST",68110,"Ineligible",NA,2004-03-26,75
71771,"3024 S 48 ST",68106,NA,NA,NA,NA
72862,"7151 CASS ST",68114,NA,NA,NA,NA
70038,"2340 N 60 AV",68104,NA,NA,NA,NA
73367,"3323 N 47 AV",68104,"Ineligible",NA,2010-08-27,173
75331,"4924 S 50 TR",68117,NA,NA,NA,NA
28408,"2413 N 29 ST",68111,"Ineligible",NA,2004-07-13,333.04
81376,"5609 A ST",68106,NA,NA,NA,NA
70149,"2327 N 65 ST",68104,NA,NA,NA,NA
5633,"815 FRANCES ST",68108,"Remediated",2013-08-09,2002-10-29,510.8
82010,"5621 CHARLES ST",68132,NA,NA,NA,NA
84317,"616 S 67 AV",68106,NA,NA,NA,NA
22636,"3702 JACKSON ST",68105,"Ineligible",NA,2004-09-02,110.23
16223,"2514 S 35 ST",68105,"Ineligible",NA,2003-10-21,224.6
15420,"2918 S 17 ST",68108,"Remediated",2013-04-25,2004-10-14,477.82
86787,"5016 POPPLETON AV",68106,NA,NA,NA,NA
40021,"2741 NEWPORT AV",68112,"Ineligible",NA,2010-05-11,293
37899,"5730 N 33 ST",68111,"Ineligible",NA,2007-08-09,101
74672,"4102 N 48 ST",68104,NA,NA,NA,NA
47108,"3808 U ST",68107,"Ineligible",NA,2006-09-27,200.74
79605,"4337 GRAND AV",68111,NA,NA,NA,NA
35515,"3602 GRAND AV",68111,"Remediated",2011-04-06,2009-07-24,534
21566,"3622 MASON ST",68105,"Remediated",2010-11-11,2003-11-12,505.23
23123,"127 N 43 AV",68131,"Remediated",2010-10-01,2004-07-15,453.29
30546,"3113 N 24 ST",68110,"Remediated",2012-07-10,2005-09-11,415.59
34204,"3327 AMES AV",68111,"Ineligible",NA,2008-08-12,254
10557,"4426 S 34 ST",68107,"Remediated",2014-06-25,2004-05-24,402.77
71184,"5415 N 48 AV",68104,NA,NA,NA,NA
17782,"2353 S 8 ST",68108,"Remediated",2011-08-18,2004-09-23,606.77
62451,"4652 SPRING ST",68106,NA,NA,NA,NA
92932,"1125 NORTHWEST RADIAL HW",68132,NA,NA,NA,NA
22668,"535 S 27 ST",68105,"Remediated",2005-10-27,2004-09-24,1218.2
35367,"3473 GRAND AV",68111,"Remediated",2010-09-01,2004-01-14,416.15
15542,"2739 S 13 ST",68108,"Ineligible",NA,2003-06-06,351.4
68197,"4919 GROVER ST",68106,NA,NA,NA,NA
19514,"1014 HICKORY ST",68108,"Ineligible",NA,2004-06-08,272.03
11857,"3411 F ST",68107,"Ineligible",NA,2014-02-04,51.8
22541,"2901 JACKSON ST",68105,"Ineligible",NA,2008-11-20,120
50485,"1325 N 49 AV",68132,"Ineligible",NA,2004-12-23,122.28
47482,"5438 S 18 ST",68107,"Ineligible",NA,2005-09-26,146.5
46876,"3521 U ST",68107,"Remediated",2011-04-04,2009-05-19,474
84046,"4438 S 47 ST",68117,NA,NA,NA,NA
82101,"5617 DECATUR ST",68154,NA,NA,NA,NA
41834,"2860 MARTIN AV",68112,NA,NA,NA,NA
34329,"2861 AMES AV",68111,"Remediated",2007-12-31,2003-11-04,1001.7
27878,"2258 N 39 ST",68111,"Ineligible",NA,2004-01-03,44.39
41544,"2516 READ ST",68112,NA,NA,NA,NA
62131,"1311 S 52 AV",68106,NA,NA,NA,NA
30073,"3101 N 40 ST",68111,"Ineligible",NA,2003-07-31,141.8
20466,"1254 S 15 ST",68108,NA,NA,NA,NA
3106,"4706 N 36 AV",68111,"Ineligible",NA,2002-07-12,199.1
64512,"2715 COUNTRY CLUB AV",68104,NA,NA,NA,NA
68751,"4880 F ST",68117,NA,NA,NA,NA
41577,"7405 N 42 ST",68112,NA,NA,NA,NA
29336,"3831 MAPLE ST",68111,"Ineligible",NA,2004-10-13,78.18
68353,"8515 N 29 ST",68112,NA,NA,NA,NA
66346,"815 PARKWOOD LA",68132,NA,NA,NA,NA
20077,"4417 POPPLETON AV",68105,"Ineligible",NA,2003-09-25,394.42
65669,"5624 BRIGGS ST",68106,NA,NA,NA,NA
16437,"3309 ARBOR ST",68105,"Ineligible",NA,2003-10-29,198.7
78268,"6224 WILLIAM ST",68106,NA,NA,NA,NA
61158,"6704 BLONDO ST",68104,NA,NA,NA,NA
2130,"3151 N 47 AV",68104,"Remediated",2015-10-14,2015-07-15,458
14929,"3009 S 35 AV",68105,"Ineligible",NA,2003-10-30,62.55
62870,"5015 WHITMORE ST",68152,NA,NA,NA,NA
83922,"4660 HARRISON ST",68157,NA,NA,NA,NA
1603,"825 S 41 ST",68105,"Ineligible",NA,1999-05-18,208.4
42603,"3127 YOUNG ST",68112,NA,NA,NA,NA
14193,"3077 S 43 ST",68105,"Ineligible",NA,2003-11-04,111.11
91501,NA,NA,NA,NA,NA,NA
65983,"5031 NORTHWEST RADIAL HW",68104,NA,NA,NA,NA
33896,"3477 BOYD ST",68111,"Ineligible",NA,2005-06-17,305.73
60466,"4521 N 63 ST",68104,NA,NA,NA,NA
21376,"4211 BARKER AV",68105,"Ineligible",NA,2003-11-22,274.67
15349,"2801 S 39 ST",68105,"Ineligible",NA,2004-08-04,93.09
19671,"1530 S 24 ST",68108,"Ineligible",NA,2006-04-18,351.52
83639,"4659 POPPLETON AV",68106,"Eligible",NA,2009-05-26,630
48100,"1909 Q ST",68107,"Ineligible",NA,2008-07-21,39
39865,"2417 BAUMAN AV",68112,"Remediated",2009-09-22,2009-04-30,1296
10691,"4429 S 27 ST",68107,"Ineligible",NA,2008-08-18,156
11750,"4475 F ST",68107,"Ineligible",NA,2003-09-17,56.1
65307,"6831 N 64 ST",68152,NA,NA,NA,NA
11784,"4112 S 39 ST",68107,"Ineligible",NA,2003-11-13,173.7
13265,"3635 VALLEY ST",68105,"Ineligible",NA,2003-11-06,136.1
89594,NA,NA,NA,NA,NA,NA
71270,"6214 S 51 CR",68117,NA,NA,NA,NA
12686,"1211 D ST",68107,"Ineligible",NA,2003-09-03,340.2
64978,"10909 N 69 ST",68152,NA,NA,NA,NA
88728,NA,NA,NA,NA,NA,NA
65594,"1615 N 52 ST",68104,"Ineligible",NA,2011-05-26,213
72246,"5431 S 48 AV",68117,NA,NA,NA,NA
81886,"5031 BANCROFT CR",68106,NA,NA,NA,NA
57348,"3624 FARNAM ST",68131,NA,NA,NA,NA
58854,"6136 SPENCER ST",68104,NA,NA,NA,NA
45099,"2714 MADISON ST",68107,"Ineligible",NA,2004-01-22,60.6
41267,"2872 VANE ST",68112,NA,NA,NA,NA
25933,"1602 N 35 ST",68111,"Remediated",2008-12-10,2005-11-03,553.2
74961,"5424 ELLISON AV",68104,NA,NA,NA,NA
71672,"6758 PRATT ST",68104,NA,NA,NA,NA
36380,"5115 N 17 ST",68110,NA,NA,NA,NA
24054,"4308 CALIFORNIA ST",68131,"Ineligible",NA,2003-07-23,185.7
14206,"4424 SPRING ST",68105,"Ineligible",NA,2003-11-04,64.57
45394,"6215 CAMPBELL AV",68107,"Ineligible",NA,2004-01-30,50.7
62754,"6320 PRATT ST",68104,NA,NA,NA,NA
11423,"4210 DAYTON ST",68107,"Ineligible",NA,2004-08-13,85.3
46451,"3409 W ST",68107,"Ineligible",NA,2004-01-13,93.5
64624,"2415 N 56 ST",68104,NA,NA,NA,NA
71907,"5316 BAUMAN AV",68152,NA,NA,NA,NA
86487,"6174 HICKORY ST",68106,NA,NA,NA,NA
58151,"5809 CAMDEN AV",68104,NA,NA,NA,NA
65276,"6838 N 65 ST",68152,NA,NA,NA,NA
66272,"4313 N 54 ST",68104,NA,NA,NA,NA
62462,"3015 S 48 ST",68106,NA,NA,NA,NA
59014,"6310 MILITARY AV",68104,NA,NA,NA,NA
16096,"2524 S 35 ST",68105,"Remediated",2011-10-13,2003-10-21,430.8
80439,"1105 E HARTMAN AV",68110,NA,NA,NA,NA
90470,NA,NA,NA,NA,NA,NA
36738,"5321 N 39 CR",68111,NA,NA,NA,NA
47817,"3724 R ST",68107,"Ineligible",NA,2008-09-24,390
43505,"12345 N 36 ST",68112,NA,NA,NA,NA
65211,"6332 VANE ST",68152,NA,NA,NA,NA
20539,"2501 POPPLETON AV",68105,"Remediated",2011-06-28,2004-08-02,763.19
48770,"3920 N ST",68107,"Remediated",2007-09-18,2005-08-04,1003.4
23296,"201 N 36 ST",68131,"Ineligible",NA,2004-08-12,222.38
64055,"8425 N 47 ST",68152,NA,NA,NA,NA
59031,"6306 MILITARY AV",68104,NA,NA,NA,NA
76640,"6305 LAFAYETTE AV",68132,NA,NA,NA,NA
38566,"3016 ARCADIA AV",68111,NA,NA,NA,NA
27072,"3705 BLONDO ST",68111,"Ineligible",NA,2004-08-30,87.25
56295,"5505 N 52 ST",68104,NA,NA,NA,NA
57269,"6013 BANCROFT ST",68106,NA,NA,NA,NA
72365,"5836 S 49 ST",68117,NA,NA,NA,NA
45787,"6022 S 39 ST",68107,"Ineligible",NA,2004-10-20,245.98
11868,"4105 S 35 ST",68107,"Ineligible",NA,2004-09-15,76.42
67823,"6724 DAVENPORT ST",68132,NA,NA,NA,NA
35194,"4744 N 41 ST",68111,NA,NA,NA,NA
49797,"631 N 48 ST",68132,"Remediated",2012-08-01,2005-09-28,428.88
79178,"4824 PIERCE ST",68106,NA,NA,NA,NA
77100,"5419 PARKER ST",68104,NA,NA,NA,NA
90888,NA,NA,NA,NA,NA,NA
52322,NA,NA,NA,NA,NA,NA
13905,"3602 VINTON ST",68105,"Ineligible",NA,2004-07-29,301.53
26129,"3417 FRANKLIN ST",68111,"Ineligible",NA,2003-08-05,217.83
31566,"2595 PINKNEY ST",68111,"Ineligible",NA,2003-07-30,351.15
80520,"4538 KRUG AV",68106,NA,NA,NA,NA
70287,"2027 N 64 ST",68104,NA,NA,NA,NA
61083,"2326 N 67 ST",68104,NA,NA,NA,NA
83656,"1406 S 46 AV",68106,NA,NA,NA,NA
67735,"310 S 56 ST",68132,NA,NA,NA,NA
235,"1618 BINNEY ST",68110,"Remediated",2013-08-14,1999-05-27,494
23002,"117 S 38 ST",68131,"Remediated",2010-06-02,2003-11-25,527.6
51533,"4914 DAVENPORT ST",68132,"Ineligible",NA,2005-11-28,237.75
60337,"4405 N 72 ST",68134,NA,NA,NA,NA
2048,"1733 S 14 ST",68108,"Remediated",2011-09-15,2005-12-06,730.44
63383,"4622 MONROE ST",68117,NA,NA,NA,NA
26276,"4448 FRANKLIN ST",68111,"Remediated",2010-08-03,2003-07-23,492.4
32939,"3810 N 18 ST",68110,"Remediated",2008-07-11,2005-08-16,1254.2
13863,"3640 VINTON ST",68105,"Remediated",2011-07-19,2004-08-13,503.81
48371,"2016 P ST",68107,"Ineligible",NA,2008-09-09,320
38159,"4372 LAUREL AV",68111,"Ineligible",NA,2003-12-19,242.38
77372,"4935 RUGGLES ST",68104,NA,NA,NA,NA
44904,"6249 S 36 AV",68107,"Ineligible",NA,2006-07-31,174.55
86992,"4808 HICKORY ST",68106,NA,NA,NA,NA
16464,"3933 GORDON ST",68105,"Ineligible",NA,2008-05-23,150
41178,"7161 N 44 ST",68112,NA,NA,NA,NA
19110,"4419 HICKORY ST",68105,"Ineligible",NA,2008-07-28,225
80110,"3216 LEAVENWORTH ST",68105,NA,NA,NA,NA
84859,"4602 CUMING ST",68132,NA,NA,NA,NA
806,"2748 S 12 ST",68108,"Remediated",2009-07-29,1999-07-14,527.2
23585,"3145 CHICAGO ST",68131,"Ineligible",NA,2008-06-30,254
1066,"3708 FRANKLIN ST",68111,"Ineligible",NA,1999-03-29,156.9
55471,"4524 WASHINGTON ST",68117,NA,NA,NA,NA
42475,"7815 N 31 ST",68112,NA,NA,NA,NA
89111,NA,NA,NA,NA,NA,NA
58002,"4731 GRANT ST",68104,"Ineligible",NA,2009-06-11,315
69635,"3529 FONTENELLE BD",68104,NA,NA,NA,NA
33309,"3918 N 25 ST",68111,"Remediated",2010-11-03,2005-10-20,498.76
21335,"4365 BARKER AV",68105,"Ineligible",NA,2004-09-29,188.09
27120,"3332 BLONDO ST",68111,"Remediated",2010-08-21,2004-05-24,479.2
81146,"5801 LAKE ST",68104,NA,NA,NA,NA
71928,"854 S 52 ST",68106,NA,NA,NA,NA
55708,"815 S 60 ST",68106,NA,NA,NA,NA
67455,"6840 MASON ST",68106,NA,NA,NA,NA
18355,"3915 CENTER ST",68105,"Ineligible",NA,2008-07-23,205
28175,"2310 N 22 ST",68110,"Ineligible",NA,2004-08-11,187.86
39753,"6520 N 32 ST",68112,"Ineligible",NA,2003-12-11,280.24
5042,"5008 DECATUR ST",68104,"Ineligible",NA,2001-06-22,66.4
34741,"4236 FOWLER AV",68111,NA,NA,NA,NA
35799,"4918 N 27 ST",68111,"Ineligible",NA,2008-01-03,173
57617,"2130 S 46 ST",68106,NA,NA,NA,NA
72191,"5214 S 48 ST",68117,NA,NA,NA,NA
41836,"2852 MARTIN AV",68112,NA,NA,NA,NA
16828,"2433 S 23 ST",68108,"Ineligible",NA,2008-08-26,251
78815,"5421 N 69 ST",68104,NA,NA,NA,NA
79199,"4848 POPPLETON AV",68106,NA,NA,NA,NA
63167,"5608 FRANCES ST",68106,NA,NA,NA,NA
24557,"3412 BURT ST",68131,"Remediated",2010-04-30,2008-05-28,511
60070,"6125 SPAULDING ST",68104,NA,NA,NA,NA
69291,"2003 N 50 ST",68104,"Ineligible",NA,2009-08-19,219
28588,"1418 SHERWOOD AV",68110,"Ineligible",NA,2005-11-17,348.89
31321,"3426 N 36 ST",68111,"Ineligible",NA,2007-08-07,62
88624,"6221 S 13 ST",NA,NA,NA,NA,NA
71663,"6794 PRATT ST",68104,NA,NA,NA,NA
41498,"7225 N 34 ST",68112,"Ineligible",NA,2003-12-06,132.98
21838,"3613 MARCY ST",68105,"Remediated",2009-10-23,2003-11-09,401.2
58893,"6133 PINKNEY ST",68104,NA,NA,NA,NA
29713,"2867 MAPLE ST",68111,"Remediated",2009-11-13,2008-07-21,640
46099,"3206 UPLAND PW",68107,"Ineligible",NA,2003-12-04,58
90204,NA,NA,NA,NA,NA,NA
63320,"1519 N 20 ST",68110,"Ineligible",NA,2014-04-23,51
77348,"4848 BOYD ST",68104,NA,NA,NA,NA
34168,"4232 N 16 ST",68110,"Ineligible",NA,2003-08-20,400
61154,"2022 N 67 ST",68104,NA,NA,NA,NA
40074,"2453 NEWPORT AV",68112,"Ineligible",NA,2014-05-02,315
76286,"6136 SEWARD ST",68104,NA,NA,NA,NA
43812,"6807 S 32 ST",68107,"Ineligible",NA,2007-12-20,199
89501,"4302 S 39 AV",68107,"Remediated",2015-09-20,2014-05-20,468
81013,"5616 ERSKINE ST",68104,NA,NA,NA,NA
35311,"3819 GRAND AV",68111,"Ineligible",NA,2003-12-16,355.64
12058,"4051 E ST",68107,"Ineligible",NA,2004-08-26,85.35
62063,"5524 PIERCE ST",68106,NA,NA,NA,NA
87824,"5015 LOCKWOOD LA",68152,NA,NA,NA,NA
40659,"6755 N 34 ST",68112,NA,NA,NA,NA
68752,"6907 MORMON BRIDGE RD",68152,NA,NA,NA,NA
94832,"2509 MARCY ST",68105,"Remediated",2011-08-01,2010-07-28,680
82230,"2727 S 28 AV",68105,NA,NA,NA,NA
78995,"3212 S 58 ST",68106,NA,NA,NA,NA
29214,"3109 CORBY ST",68111,"Eligible",NA,2004-08-18,676.42
56206,"5806 MC KINLEY ST",68152,NA,NA,NA,NA
31896,"3627 N 44 AV",68111,"Ineligible",NA,2006-05-30,162.03
88317,NA,NA,NA,NA,NA,NA
86223,"4801 S 48 ST",68117,NA,NA,NA,NA
74173,"4806 WIRT ST",68104,"Ineligible",NA,2008-10-16,144
44442,"6702 S 15 ST",68107,"Ineligible",NA,2003-12-11,178.69
26542,"1551 N 18 ST",68110,"Ineligible",NA,2009-08-13,139
55233,"6424 NORTHERN HILLS DR",68152,NA,NA,NA,NA
85752,"6638 B ST",68106,NA,NA,NA,NA
26512,"1719 N 31 ST",68111,"Ineligible",NA,2003-07-30,290.42
56909,"2402 I ST",68107,NA,NA,NA,NA
13691,"402 GROVER ST",68108,"Remediated",2012-07-30,2003-09-20,437.68
23481,"3324 DAVENPORT ST",68131,"Remediated",2007-08-28,2004-01-14,854.12
29508,"2117 MAPLE ST",68110,"Eligible",NA,2014-09-10,825
69107,"5115 GRANT ST",68104,NA,NA,NA,NA
40052,"6556 N 34 ST",68112,"Ineligible",NA,2021-11-19,129
74324,"6406 JAYNES ST",68104,NA,NA,NA,NA
55835,"2423 S 48 ST",68106,NA,NA,NA,NA
57409,"1320 N 54 ST",68132,"Ineligible",NA,2008-10-08,78
30442,"2514 WIRT ST",68111,"Ineligible",NA,2011-06-23,391
86379,"1905 S 62 ST",68106,NA,NA,NA,NA
88696,NA,NA,NA,NA,NA,NA
83157,"5329 S 57 ST",68117,NA,NA,NA,NA
27743,"3469 GRANT ST",68111,"Ineligible",NA,2012-09-05,79
49667,"4805 CHICAGO ST",68132,"Ineligible",NA,2004-12-02,174.52
17539,"2407 S 12 ST",68108,"Remediated",2005-12-31,2003-06-12,1819.2
68847,"5068 KANSAS AV",68104,NA,NA,NA,NA
82612,"2101 S 48 AV",68106,NA,NA,NA,NA
10142,"4518 S 40 ST",68107,"Remediated",2015-05-11,2014-04-28,438
86041,"1817 N 59 ST",68104,NA,NA,NA,NA
36490,"5407 FONTENELLE BD",68111,NA,NA,NA,NA
11935,"4158 F ST",68107,"Ineligible",NA,2004-01-27,82.85
80965,"5616 OHIO ST",68104,NA,NA,NA,NA
62992,"5628 HASCALL ST",68106,NA,NA,NA,NA
5435,"1410 S 7 ST",68108,"Ineligible",NA,2002-10-14,195.7
90707,"1840 FLORENCE BD",68110,"Ineligible",NA,2007-11-14,85
30496,"3236 N 38 ST",68111,"Ineligible",NA,2006-01-04,78.81
43309,"10218 N 30 AV",68112,"Ineligible",NA,2004-01-23,39.4
24623,"4154 CUMING ST",68131,"Remediated",2005-04-15,2003-07-15,1256.7
24662,"924 N 42 ST",68131,"Remediated",2015-06-26,2014-04-10,717
20838,"1115 S 33 ST",68105,"Remediated",2009-11-02,2003-12-15,472.59
69418,"5615 HOWARD ST",68106,NA,NA,NA,NA
67147,"5727 REES ST",68106,NA,NA,NA,NA
90977,NA,NA,NA,NA,NA,NA
82582,"2137 S 49 ST",68106,NA,NA,NA,NA
26010,"1607 N 33 ST",68111,"Remediated",2008-12-04,2008-09-09,941
30413,"2616 WIRT ST",68111,"Ineligible",NA,2003-09-22,124.28
45238,"4255 WASHINGTON ST",68107,"Ineligible",NA,2004-01-28,105.46
48936,"3804 M ST",68107,"Ineligible",NA,2004-11-16,64
51205,"322 S 50 AV",68132,"Ineligible",NA,2004-11-29,317.51
16837,"2434 S 23 ST",68108,"Remediated",2011-09-10,2004-10-04,589.85
55967,"3025 S 49 AV",68106,NA,NA,NA,NA
73513,"4462 S 61 AV",68117,"Ineligible",NA,2012-07-10,52
24822,"1015 N 32 ST",68131,"Ineligible",NA,2003-12-01,116.4
27641,"3390 BURDETTE ST",68111,"Ineligible",NA,2004-08-16,190.87
78502,"4903 N 63 ST",68104,NA,NA,NA,NA
19680,"1446 S 18 ST",68108,"Ineligible",NA,2006-11-13,104.04
77751,"2830 N 30 ST",68111,NA,NA,NA,NA
56922,"4526 S 24 ST",68107,NA,NA,NA,NA
82805,"4842 SAHLER ST",68104,"Ineligible",NA,2011-10-13,101
33965,"4125 N 17 ST",68110,"Ineligible",NA,2003-08-20,194.8
41214,"2447 VANE ST",68112,"Ineligible",NA,2004-05-21,397
66339,"5961 WESTERN AV",68132,NA,NA,NA,NA
11595,"4218 S 23 ST",68107,"Remediated",2004-07-27,2003-08-01,1289.2
42059,"7609 N 36 ST",68112,"Ineligible",NA,2003-12-01,89.6
17004,"2427 1/2 S 20 ST",68108,"Remediated",2008-08-12,2008-06-11,1200
58119,"5713 FORT ST",68104,NA,NA,NA,NA
25319,"3627 HAMILTON ST",68131,"Remediated",2011-03-07,2006-04-21,606.51
40102,"6560 N 34 ST",68112,NA,NA,NA,NA
25974,"4212 SEWARD ST",68111,"Ineligible",NA,2005-04-27,245.42
49378,"4318 HARRISON ST",68147,"Ineligible",NA,2005-04-28,57.91
66471,"6472 CUMING ST",68132,NA,NA,NA,NA
33712,"2422 SPRAGUE ST",68111,"Ineligible",NA,2006-07-26,356.08
12183,"1216 ARTHUR ST",68107,"Remediated",2014-07-10,2012-08-28,642
84170,"3917 S 42 ST",68107,NA,NA,NA,NA
36999,"5221 N 11 ST-E",68110,NA,NA,NA,NA
25296,"2808 CALDWELL ST",68131,"Ineligible",NA,2006-05-01,185.7
25807,"2912 CHARLES ST",68131,"Ineligible",NA,2004-08-17,286.05
77793,"4122 HAMILTON ST",68131,"Ineligible",NA,2006-09-22,189.75
14744,"3010 S 38 ST",68105,"Ineligible",NA,2006-01-05,54.98
52329,"1111 N 49 ST",68132,"Ineligible",NA,2012-06-21,129
29323,"2218 MIAMI ST",68110,"Remediated",2012-07-07,2004-07-18,694.02
79260,"520 S 55 ST",68106,NA,NA,NA,NA
33728,"1305 SPRAGUE ST",68110,NA,NA,NA,NA
22628,"517 S 38 AV",68105,"Remediated",2019-11-06,2017-08-28,730
68696,"4827 L ST",68117,NA,NA,NA,NA
14792,"1941 VINTON ST",68108,NA,NA,NA,NA
31382,"3411 N 30 ST",68111,"Remediated",2011-01-14,2004-09-01,613.92
67109,"5708 MAYBERRY ST",68106,NA,NA,NA,NA
39515,"3421 REDICK AV",68112,NA,NA,NA,NA
78706,"5523 N 61 ST",68104,NA,NA,NA,NA
81661,"4907 PINKNEY ST",68104,NA,NA,NA,NA
25252,"1317 N 42 ST",68131,"Ineligible",NA,2009-04-28,144
78478,"6119 CAMDEN AV",68104,NA,NA,NA,NA
11407,"4211 S 38 ST",68107,"Ineligible",NA,2004-08-24,220.84
93926,"3013 W ST",68107,"Ineligible",NA,2010-04-29,40
59485,"3416 N 67 AV",68104,NA,NA,NA,NA
62892,"5066 WHITMORE ST",68152,NA,NA,NA,NA
79235,"5029 S 49 ST",68117,NA,NA,NA,NA
27515,"3930 BURDETTE ST",68111,"Ineligible",NA,2003-12-10,75.4
71796,"2734 S 48 AV",68106,NA,NA,NA,NA
52423,"1920 CARTER BD",68110,"Ineligible",NA,2006-06-13,121.96
11079,"4401 S 20 ST",68107,"Remediated",2014-08-11,2013-03-29,536
81577,"5131 PRATT ST",68104,NA,NA,NA,NA
38853,"2719 KANSAS AV",68111,"Remediated",2010-09-08,2008-12-15,432
17412,"2421 S 6 ST",68108,"Remediated",2012-05-09,2003-09-08,657.31
15116,"3011 S 16 ST",68108,"Remediated",2010-10-12,2004-07-15,532.24
332,"1907 CLARK ST",68110,"Remediated",2006-10-05,1999-09-09,992
29219,"3019 CORBY ST",68111,"Ineligible",NA,2003-10-21,182.22
74798,"5233 JONES ST",68106,NA,NA,NA,NA
80975,"5631 OHIO ST",68104,NA,NA,NA,NA
11527,"3505 G ST",68107,"Ineligible",NA,2006-01-10,82.66
46307,"2624 Y ST",68107,"Ineligible",NA,2004-01-28,110.7
16845,"2443 S 14 ST",68108,"Ineligible",NA,2004-10-13,221.16
57583,"2418 S 46 ST",68106,NA,NA,NA,NA
79375,"4950 S 66 PA",68117,NA,NA,NA,NA
22254,"818 S 30 ST",68105,"Remediated",2009-11-20,2009-08-11,1636
43099,"3132 SARGENT ST",68112,"Ineligible",NA,2004-01-13,60.61
65184,"6523 READ ST",68152,NA,NA,NA,NA
37055,"1351 OGDEN ST",68110,"Ineligible",NA,2004-01-13,285
71173,"5310 N 48 ST",68104,NA,NA,NA,NA
