"SAID","sample_address","zipcode","soil_remediation_status","soil_remediation_date","soil_sample_date","high_lead_result"
20716,"1127 S 31 ST",68105,"Ineligible",NA,2005-09-12,259.68
62526,"6919 IZARD ST",68132,NA,NA,NA,NA
43617,"13925 WHITE DEER LA",68112,NA,NA,NA,NA
23318,"208 N 35 AV",68131,"Remediated",2004-06-29,2003-07-25,1488.7
49423,"3540 HARRISON ST",68147,"Ineligible",NA,2009-07-07,46
42653,"4218 STATE ST",68112,NA,NA,NA,NA
17141,"2422 S 19 ST",68108,"Ineligible",NA,2004-09-20,384.32
73652,"4426 S 63 ST",68117,NA,NA,NA,NA
81218,"5820 OHIO ST",68104,NA,NA,NA,NA
11799,"4203 MILLER ST",68107,"Ineligible",NA,2004-07-06,343.83
62116,"1336 S 51 AV",68106,NA,NA,NA,NA
16532,"618 BANCROFT ST",68108,"Remediated",2012-04-02,2006-08-11,524.94
81952,"5404 OGDEN ST",68104,NA,NA,NA,NA
62310,"2609 N 66 AV",68104,NA,NA,NA,NA
61718,"5842 SPRAGUE ST",68104,NA,NA,NA,NA
60418,"4508 N 65 AV",68104,NA,NA,NA,NA
13317,"3824 VALLEY ST",68105,"Ineligible",NA,2004-08-20,76.75
55525,"4852 BROWNE ST",68104,NA,NA,NA,NA
46754,"5628 S 33 ST",68107,"Ineligible",NA,2004-01-23,117.6
73689,"4620 1/2 S 63 ST",68117,NA,NA,NA,NA
45626,"6038 S 35 ST",68107,"Ineligible",NA,2004-11-30,248.11
81755,"5039 EMMET ST",68104,NA,NA,NA,NA
21234,"2237 PACIFIC ST",68108,"Remediated",2012-04-20,2008-06-10,449
25971,"3512 SEWARD ST",68111,"Remediated",2012-07-09,2003-08-05,449.77
62578,"4202 N 65 AV",68104,NA,NA,NA,NA
85957,"5864 BANCROFT ST",68106,NA,NA,NA,NA
73318,"6204 BANCROFT ST",68106,NA,NA,NA,NA
21246,"2223 PACIFIC ST",68108,"Ineligible",NA,2005-10-17,360.26
39080,"4051 CURTIS AV",68111,NA,NA,NA,NA
42053,"3311 FOREST LAWN AV",68112,NA,NA,NA,NA
12131,"4029 S 27 ST",68107,"Ineligible",NA,2003-07-02,85.44
25494,"3310 HAMILTON ST",68131,"Remediated",2007-12-31,2004-09-03,1280.4
11118,"4165 H ST",68107,"Remediated",2010-08-09,2004-09-20,630
64708,"2043 N 55 ST",68104,NA,NA,NA,NA
28992,"2859 MIAMI ST",68111,"Ineligible",NA,2006-11-15,219.74
73805,"5624 N 52 ST",68104,NA,NA,NA,NA
61880,"4418 FARNAM ST",68131,NA,NA,NA,NA
77557,"4223 N 24 ST",68110,NA,NA,NA,NA
60790,"5725 GROVER ST",68106,NA,NA,NA,NA
41656,"7349 NORTH RIDGE DR",68112,NA,NA,NA,NA
87073,"5146 PINE ST",68106,NA,NA,NA,NA
25562,"3849 CHARLES ST",68131,"Remediated",2010-10-28,2006-07-21,770.57
88780,NA,NA,NA,NA,NA,NA
61978,"1514 S 52 ST",68106,"Ineligible",NA,2017-05-01,389
36789,"5312 N 26 ST",68111,"Ineligible",NA,2006-05-23,115.15
93928,"3032 Y ST",68107,"Ineligible",NA,2010-04-29,25
80772,"3215 S 50 ST",68106,NA,NA,NA,NA
58018,"4727 BURDETTE ST",68104,"Ineligible",NA,2008-10-08,337
1162,"4020 N 30 ST",68111,NA,NA,NA,NA
37422,"5537 N 33 AV",68111,"Ineligible",NA,2004-01-20,110
17556,"2412 S 8 ST",68108,"Remediated",2015-09-01,2006-11-13,401.2
59441,"6769 BEDFORD AV",68104,NA,NA,NA,NA
47270,"5512 S 30 ST",68107,"Remediated",2011-08-05,2005-01-07,588.61
25430,"1411 N 41 AV",68131,NA,NA,NA,NA
60943,"2525 N 71 ST",68104,NA,NA,NA,NA
41842,"2778 MARTIN AV",68112,"Remediated",2010-08-27,2003-12-18,448.92
51584,"4916 CHICAGO ST",68132,"Ineligible",NA,2004-11-23,69.9
68986,"3121 N 59 ST",68104,NA,NA,NA,NA
56930,"4610 S 25 ST",68107,NA,NA,NA,NA
82420,"1316 N 24 ST",68102,"Ineligible",NA,2018-07-05,290
60179,"5814 SPAULDING ST",68104,NA,NA,NA,NA
1340,"4702 N 37 ST",68111,"Remediated",1999-12-31,1999-03-31,511.2
43117,"9623 FLORENCE HEIGHTS BD",68112,"Ineligible",NA,2012-07-05,149
82113,"3711 N 71 ST",68104,NA,NA,NA,NA
40797,"2417 IDA ST",68112,"Ineligible",NA,2009-06-22,202
21970,"3006 MASON ST",68105,"Remediated",2004-04-24,2003-11-14,3958.4
51827,"5015 BURT ST",68132,"Ineligible",NA,2004-11-18,259.55
80128,"5010 S 49 ST",68117,NA,NA,NA,NA
60869,"2615 N 71 ST",68104,NA,NA,NA,NA
38133,"5825 N 34 ST",68111,NA,NA,NA,NA
90498,NA,NA,NA,NA,NA,NA
10725,"4425 S 27 ST",68107,"Remediated",2010-07-27,2004-08-24,579.69
79407,"4225 CUMING ST",68131,NA,NA,NA,NA
69087,"3531 N 60 ST",68104,NA,NA,NA,NA
63838,"1807 N 50 ST",68104,"Ineligible",NA,2013-10-17,125
59525,"6774 PINKNEY ST",68104,NA,NA,NA,NA
44692,"3343 MADISON ST",68107,"Ineligible",NA,2017-06-01,304
10880,"4410 S 27 ST",68107,"Ineligible",NA,2008-07-21,183
88359,NA,NA,NA,NA,NA,NA
37477,"5609 FONTENELLE BD",68111,NA,NA,NA,NA
72302,"5833 S 49 ST",68117,NA,NA,NA,NA
11062,"4415 S 13 ST",68107,"Remediated",2011-08-09,2003-08-25,660.87
76187,"6454 FRANKLIN ST",68104,NA,NA,NA,NA
79555,"6416 N 50 ST",68104,NA,NA,NA,NA
926,"3113 REYNOLDS ST",68112,"Ineligible",NA,1999-08-21,195.7
43450,"11901 N 34 AV",68112,NA,NA,NA,NA
19228,"1709 S 27 ST",68105,"Ineligible",NA,2004-09-10,221.67
49896,"908 N 48 AV",68132,"Ineligible",NA,2008-09-09,359
86122,"4923 S 49 AV",68117,NA,NA,NA,NA
49217,"2519 DREXEL ST",68107,"Ineligible",NA,2003-11-20,212.9
34691,"3515 FOWLER AV",68111,"Ineligible",NA,2006-07-13,59.6
86242,"4726 S 47 ST",68117,NA,NA,NA,NA
42789,"8204 N 28 AV",68112,NA,NA,NA,NA
88441,NA,NA,NA,NA,NA,NA
51171,"512 S 50 AV",68106,"Ineligible",NA,2008-09-11,204
52417,"3124 FONTENELLE BD",68104,"Ineligible",NA,2006-04-13,197.21
42947,"3333 BONDESSON ST",68112,NA,NA,NA,NA
2506,"3372 U ST",68107,"Remediated",2008-07-19,2006-11-21,1035.8
59541,"6785 PRATT ST",68104,NA,NA,NA,NA
76150,"6245 DECATUR ST",68104,NA,NA,NA,NA
89866,"4958 N 18 ST",NA,NA,NA,NA,NA
38158,"5902 N 42 ST",68111,"Ineligible",NA,2003-12-09,56.5
87150,"5219 PACIFIC ST",68106,NA,NA,NA,NA
12363,"3916 S 35 ST",68107,"Ineligible",NA,2003-07-30,196.1
30344,"3010 N 16 ST",68110,"Ineligible",NA,2006-06-08,145.33
81399,"2233 GRAND AV",68110,"Ineligible",NA,2007-01-04,54.7
33213,"3914 N 25 ST",68111,"Ineligible",NA,2006-11-27,265.81
40940,"2861 WHITMORE ST",68112,NA,NA,NA,NA
82152,"5820 VALLEY CR",68106,NA,NA,NA,NA
74455,"4701 LAUREL AV",68104,NA,NA,NA,NA
42372,"7624 N 28 AV",68112,"Ineligible",NA,2003-12-02,164.84
36782,"5232 N 13 ST",68110,NA,NA,NA,NA
41847,"2746 MARTIN AV",68112,"Ineligible",NA,2003-12-30,163.1
70661,"110 N 54 ST",68132,"Ineligible",NA,2009-07-16,148
67649,"4544 WEIR ST",68117,NA,NA,NA,NA
40138,"2854 NEWPORT AV",68112,"Remediated",2015-10-12,2015-07-16,1065
76548,"6342 LAFAYETTE AV",68132,NA,NA,NA,NA
29099,"4272 CORBY ST",68111,"Ineligible",NA,2003-08-05,211.27
31028,"1471 LOTHROP ST",68110,"Remediated",2008-11-20,2003-08-19,497.6
65417,"7229 N 71 CR",68152,NA,NA,NA,NA
41205,"2553 VANE ST",68112,"Ineligible",NA,2012-05-07,400
36672,"702 E CAMDEN AV",68110,NA,NA,NA,NA
13703,"3217 S 38 AV",68105,"Ineligible",NA,2003-10-22,122.2
43688,"6819 S 36 ST",68107,"Ineligible",NA,2008-12-05,90
88114,NA,NA,NA,NA,NA,NA
56580,"714 S 13 ST",68102,NA,NA,NA,NA
21340,"2710 PACIFIC ST",68105,"Remediated",2008-10-15,2004-08-16,534.42
26545,"2829 DECATUR ST",68111,"Ineligible",NA,2004-08-25,381.2
88676,"4409 N 16 ST",NA,NA,NA,NA,NA
44886,"3544 MADISON ST",68107,"Ineligible",NA,2004-10-18,65.82
11292,"4223 S 42 ST",68107,"Ineligible",NA,2003-11-13,346.6
72152,"1020 S 55 ST",68106,NA,NA,NA,NA
84100,"4533 S 46 ST",68117,NA,NA,NA,NA
22352,"709 S 35 ST",68105,"Ineligible",NA,2003-10-14,243.1
44685,"1316 DREXEL ST",68107,"Remediated",2014-08-02,2013-09-27,567
75445,"730 S 70 ST",68106,NA,NA,NA,NA
14222,"3083 S 32 ST",68105,"Ineligible",NA,2005-09-13,227.01
17564,"2402 S 14 ST",68108,"Ineligible",NA,2003-05-23,228.66
20400,"2965 POPPLETON AV",68105,"Remediated",2007-08-17,2005-11-09,911.07
83288,"5517 S 53 ST",68117,NA,NA,NA,NA
62266,"2823 N 66 AV",68104,NA,NA,NA,NA
56553,"1402 JONES ST",68102,NA,NA,NA,NA
49008,"1416 M ST",68107,"Ineligible",NA,2003-12-11,56.42
48693,"1311 ARCHER AV",68107,"Ineligible",NA,2012-09-07,186
85864,"5834 FREDERICK ST",68106,NA,NA,NA,NA
37047,"5316 N 14 AV",68110,"Ineligible",NA,2004-05-19,360.11
51616,"4907 CASS ST",68132,"Remediated",2006-09-19,2004-12-16,1529.1
82615,"1104 S 21 ST",68108,NA,NA,NA,NA
88313,NA,NA,NA,NA,NA,NA
59053,"6315 WIRT ST",68104,NA,NA,NA,NA
45340,"6205 S 37 ST",68107,"Ineligible",NA,2003-12-17,75.59
49439,"3258 HARRISON ST",68147,"Ineligible",NA,2004-10-22,53.45
60257,"5711 FOWLER AV",68104,NA,NA,NA,NA
75154,"4502 JAYNES ST",68104,NA,NA,NA,NA
17327,"3839 MARTHA ST",68105,"Ineligible",NA,2003-11-06,96.2
51700,"4922 CALIFORNIA ST",68132,"Ineligible",NA,2008-06-24,345
16104,"2709 S 14 ST",68108,"Remediated",2012-05-03,2004-07-12,468.21
56144,"12205 1/2 JOHN J PERSHING DR",68112,NA,NA,NA,NA
31989,"3513 N 16 ST",68110,"Remediated",2006-09-09,2004-11-30,941.1
21626,"4327 MAYBERRY ST",68105,"Remediated",2012-05-29,2003-11-11,462
41264,"3329 ERNST ST",68112,NA,NA,NA,NA
73950,"6764 FRANKLIN ST",68104,NA,NA,NA,NA
55980,"2730 S 50 ST",68106,NA,NA,NA,NA
35163,"4715 N 29 ST",68111,"Ineligible",NA,2003-11-14,317.8
2467,"3101 MARCY ST",68105,"Remediated",2006-09-25,2005-09-07,549
34087,"4330 N 39 ST",68111,"Ineligible",NA,2004-12-07,288.45
93132,"3219 WEBSTER ST",68131,"Remediated",2008-10-27,2006-12-21,556.78
22056,"911 S 27 ST",68105,"Ineligible",NA,2004-09-09,242.12
21678,"856 S 35 AV",68105,"Ineligible",NA,2003-10-28,161.4
19662,"1613 S 8 ST",68108,"Remediated",2012-08-29,2003-08-17,428
40566,"3029 IDA ST",68112,"Ineligible",NA,2004-01-30,157.96
34096,"1912 SAHLER ST",68110,NA,NA,NA,NA
60969,"2331 N 72 ST",68134,NA,NA,NA,NA
59551,"6762 EVANS ST",68104,NA,NA,NA,NA
76922,"2510 N 49 AV",68104,NA,NA,NA,NA
12392,"3909 S 35 ST",68107,"Ineligible",NA,2008-05-13,107
71240,"863 S 52 ST",68106,NA,NA,NA,NA
49893,"906 N 48 AV",68132,"Ineligible",NA,2004-12-14,162.07
79497,"3814 N 65 ST",68104,NA,NA,NA,NA
10936,"4415 S 20 ST",68107,"Remediated",2005-11-16,2004-08-20,847.46
49662,"4609 WAKELEY ST",68132,"Ineligible",NA,2006-05-19,251.39
47195,"5614 S 23 ST",68107,"Ineligible",NA,2004-10-15,157.67
28514,"2209 LAKE ST",68110,NA,NA,NA,NA
47074,"3946 U ST",68107,"Ineligible",NA,2003-12-30,213.8
76481,"6046 HAMILTON ST",68132,NA,NA,NA,NA
87861,"5105 LOCKWOOD LA",68152,NA,NA,NA,NA
42963,"8803 N 34 ST",68112,NA,NA,NA,NA
60452,"4506 N 63 ST",68104,NA,NA,NA,NA
50591,"1106/1104 N 48 AV",68132,"Ineligible",NA,2006-01-04,60.24
74184,"4811 BINNEY ST",68104,"Ineligible",NA,2008-09-30,94
74287,"5104 S 48 ST",68117,NA,NA,NA,NA
79875,"8738 N 52 AV",68152,NA,NA,NA,NA
17359,"2943 DUPONT ST",68105,"Remediated",2012-08-16,2005-12-14,432.35
27713,"2613 BURDETTE ST",68111,"Remediated",2011-01-26,2006-05-31,571.27
50385,"2831 - 2829 T AV",68107,"Ineligible",NA,2004-05-12,55.02
80808,"4856 VINTON ST",68106,NA,NA,NA,NA
44267,"6622 S 28 ST",68107,"Ineligible",NA,2008-11-11,68
25288,"2814 CALDWELL ST",68131,"Remediated",2011-04-11,2005-10-06,699.8
14525,"3023 S 39 ST",68105,"Ineligible",NA,2004-08-12,117.83
58309,"6932 LAFAYETTE AV",68132,NA,NA,NA,NA
20951,"4302 PACIFIC ST",68105,"Remediated",2007-06-26,2003-10-15,1049.6
79414,"4422 CASS ST",68131,NA,NA,NA,NA
57200,"1616 N 53 ST",68104,"Ineligible",NA,2008-10-09,102
45244,"6210 S 41 AV",68107,"Ineligible",NA,2004-11-01,133.17
84362,"513 S 67 ST",68106,NA,NA,NA,NA
89257,NA,NA,NA,NA,NA,NA
51192,"324 S 51 ST",68132,"Ineligible",NA,2004-12-02,201.72
30735,"2010 SPENCER ST",68110,"Ineligible",NA,2013-08-05,112
79811,"8735 N 57 ST",68152,NA,NA,NA,NA
30822,"3205 N 20 CT",68110,"Ineligible",NA,2013-08-05,84
62016,"1712 S 52 ST",68106,NA,NA,NA,NA
2150,"4128 BINNEY ST",68111,"Ineligible",NA,2006-12-20,280.24
59029,"6316 SPENCER ST",68104,NA,NA,NA,NA
31709,"1623 PINKNEY ST",68110,"Remediated",2011-10-14,2003-08-26,609
70402,"2920 N 49 AV",68104,NA,NA,NA,NA
72505,"5630 S 50 ST",68117,NA,NA,NA,NA
35082,"4724 N 36 ST",68111,"Ineligible",NA,2004-01-22,259.29
73025,"3908 N 70 CR",68104,NA,NA,NA,NA
55716,"819 S 49 ST",68106,"Remediated",2013-08-27,2013-05-06,460
62818,"7106 N 51 ST",68152,NA,NA,NA,NA
44159,"2112 POLK ST",68107,"Ineligible",NA,2009-05-01,61
69959,"2520 N 61 ST",68104,NA,NA,NA,NA
36828,"5321 N 28 AV",68111,"Remediated",2011-11-29,2008-12-15,426
10800,"4417 S 27 ST",68107,"Remediated",2011-07-19,2004-09-02,547.33
17079,"2509 S 11 ST",68108,"Ineligible",NA,2008-06-03,355
19145,"1714 S 29 ST",68105,"Ineligible",NA,2003-10-07,290.2
74779,"617 S 55 ST",68106,NA,NA,NA,NA
80763,"4868 ROBIN HILL DR",68106,NA,NA,NA,NA
20717,"2428 POPPLETON AV",68105,"Remediated",2012-07-13,2003-09-26,491.69
70036,"2345 N 60 AV",68104,NA,NA,NA,NA
21655,"4215 MAYBERRY ST",68105,"Remediated",2013-07-29,2004-08-23,498.62
82813,"4825 SPRAGUE ST",68104,NA,NA,NA,NA
26235,"2929 FRANKLIN ST",68111,"Ineligible",NA,2006-07-21,78.93
21780,"4324 MAYBERRY ST",68105,"Remediated",2010-05-19,2009-04-30,797
60039,"6016 SPAULDING ST",68104,NA,NA,NA,NA
84937,"1642 N 53 ST",68104,"Ineligible",NA,2008-09-29,284
48162,"5128 S 19 ST",68107,"Remediated",2010-04-12,2008-09-05,516
49741,"4818 CALIFORNIA ST",68132,"Eligible",NA,2005-07-26,716.07
38359,"2579 LAUREL AV",68111,"Ineligible",NA,2004-10-21,86.54
17049,"2431 S 15 ST",68108,"Ineligible",NA,2004-08-31,165.12
55811,"2318 S 46 AV",68106,NA,NA,NA,NA
25615,"3107 CHARLES ST",68131,"Ineligible",NA,2003-06-05,290.6
26360,"3020 FRANKLIN ST",68111,"Remediated",2007-12-31,2005-01-17,1792.8
44839,"2803 MADISON ST",68107,"Ineligible",NA,2005-12-13,162.83
81772,"3320 N 49 ST",68104,NA,NA,NA,NA
86747,"1103 S 51 ST",68106,NA,NA,NA,NA
68048,"427 N 61 ST",68132,NA,NA,NA,NA
89304,NA,NA,NA,NA,NA,NA
44818,"1509 MONROE ST",68107,"Ineligible",NA,2019-04-11,83
74615,"4201 LEAVENWORTH ST",68105,NA,NA,NA,NA
22991,"4244 DOUGLAS ST",68131,NA,NA,NA,NA
57580,"2505 S 46 AV",68106,NA,NA,NA,NA
77356,"4835 SAHLER ST",68104,NA,NA,NA,NA
75221,"4860 S 52 ST",68117,NA,NA,NA,NA
59983,"6117 SPRAGUE ST",68104,NA,NA,NA,NA
26834,"2813 PARKER ST",68111,"Remediated",2011-05-12,2004-06-08,589
45293,"2508 ADAMS ST",68107,"Ineligible",NA,2004-01-23,314.2
29153,"3237 CORBY ST",68111,"Eligible",NA,2004-07-13,498.8
91000,NA,NA,NA,NA,NA,NA
70284,"2015 N 64 ST",68104,NA,NA,NA,NA
48402,"5015 S 41 AV",68107,"Ineligible",NA,2004-12-23,162.47
18338,"1930 S 37 ST",68105,"Ineligible",NA,2003-11-03,70.62
49458,"2626 HARRISON ST",68147,"Ineligible",NA,2014-05-16,231
69689,"6065 MAPLE ST",68104,NA,NA,NA,NA
51830,"5009 BURT ST",68132,"Ineligible",NA,2008-12-11,287
25646,"4338 CHARLES ST",68131,"Ineligible",NA,2004-08-25,320.24
21666,"1014 S 26 ST",68105,"Remediated",2007-11-09,2004-01-05,807.6
78705,"5517 N 61 ST",68104,NA,NA,NA,NA
90546,"4808 CASS ST",NA,NA,NA,NA,NA
72517,"5855 S 50 AV",68117,NA,NA,NA,NA
42310,"3319 SHEFFIELD ST",68112,"Ineligible",NA,2003-12-18,158.7
61822,"5610 TAYLOR ST",68104,"Ineligible",NA,2011-05-09,51.5
34440,"4530 N 41 ST",68111,NA,NA,NA,NA
73218,"4815 REDICK AV",68152,NA,NA,NA,NA
11524,"4228 S 20 ST",68107,NA,NA,NA,NA
26572,"1558 N 20 ST",68102,"Ineligible",NA,2006-01-04,190.1
43603,"13809 N 32 AV",68112,NA,NA,NA,NA
45192,"1519 MADISON ST",68107,"Ineligible",NA,2004-01-21,172.74
78690,"5424 N 61 ST",68104,NA,NA,NA,NA
34881,"4707 N 34 AV",68111,"Ineligible",NA,2004-01-21,283.4
88882,NA,NA,NA,NA,NA,NA
88164,NA,NA,NA,NA,NA,NA
80929,"5643 CORBY ST",68104,NA,NA,NA,NA
5240,"3330 N 37 ST",68111,"Ineligible",NA,2001-10-28,87.5
30498,"3240 N 40 AV",68111,"Ineligible",NA,2009-05-26,93
28417,"2402 N 25 ST",68111,"Ineligible",NA,2004-09-08,296.19
28170,"4147 LAKE ST",68111,"Ineligible",NA,2005-09-20,373.9
63513,"2445 FONTENELLE BD",68104,"Remediated",2010-05-13,2009-06-15,753
92281,"105 S 9 ST",68102,NA,NA,NA,NA
33128,"3823 N 17 ST",68110,"Ineligible",NA,2011-08-30,122
63369,"4652 GRAND AV",68104,NA,NA,NA,NA
75675,"3524 N 53 ST",68104,NA,NA,NA,NA
30126,"4107 SPENCER ST",68111,"Ineligible",NA,2008-11-04,112
78640,"5317 N 61 AV",68104,NA,NA,NA,NA
27303,"2010 N 37 ST",68111,"Ineligible",NA,2004-08-23,62.24
56323,"5901 N 30 ST",68111,NA,NA,NA,NA
15857,"2729 S 16 ST",68108,"Eligible",NA,2004-08-26,472.31
10529,"4409 S 41 ST",68107,"Ineligible",NA,2003-06-30,300
65176,"7029 N 65 AV",68152,NA,NA,NA,NA
15705,"2619 S 33 ST",68105,"Ineligible",NA,2003-10-23,353.48
2113,"5048 S 36 AV",68107,"Remediated",2004-10-07,2003-08-11,436.64
86126,"4903 S 49 AV",68117,NA,NA,NA,NA
27912,"4125 ERSKINE ST",68111,"Remediated",2008-08-15,2005-05-18,953.25
95272,"1142 N 17 ST",68102,"Eligible",NA,2010-11-29,414
18816,"219 CEDAR ST",68108,"Ineligible",NA,2003-10-08,159.79
36240,"1406 BROWNE ST",68110,NA,NA,NA,NA
30774,"1922 SPENCER ST",68110,"Remediated",2012-07-11,2003-12-23,463.58
87375,"6706 1/2 GLENWOOD RD",68132,NA,NA,NA,NA
15145,"2918 S 26 ST",68105,"Ineligible",NA,2004-08-31,199.86
35338,"2113 LARIMORE AV",68110,"Remediated",2013-04-29,2004-01-21,476.13
89248,NA,NA,NA,NA,NA,NA
38549,"3740 CROWN POINT AV",68111,NA,NA,NA,NA
68611,"4604 AMES AV",68104,"Ineligible",NA,2009-08-31,282
1053,"3615 N 22 ST",68110,"Remediated",2009-09-04,1999-10-09,547.2
18930,"1735 S 27 ST",68105,"Ineligible",NA,2006-04-24,232.52
71740,"6721 1/2 N 51 ST",68152,NA,NA,NA,NA
71400,"4506 PACIFIC ST",68106,"Ineligible",NA,2008-11-24,252
32488,"3741 N 38 ST",68111,"Ineligible",NA,2004-07-28,97.19
33977,"4310 N 39 ST",68111,"Remediated",2011-10-15,2003-09-24,627.48
39342,"6315 N 33 AV",68111,"Ineligible",NA,2003-12-05,186.33
15428,"2915 S 17 ST",68108,"Ineligible",NA,2003-08-08,227.2
66266,"4334 N 54 ST",68104,NA,NA,NA,NA
22499,"3401 JACKSON ST",68105,"Remediated",2005-10-27,2004-10-11,435.38
15683,"2030 ELM ST",68108,"Ineligible",NA,2003-08-19,345.31
13043,"3706 S 13 ST",68107,"Ineligible",NA,2005-10-03,224.86
43171,"9641 N 29 ST",68112,NA,NA,NA,NA
26573,"2625 DECATUR ST",68111,"Ineligible",NA,2004-03-23,392
83985,"5311 LAUREL AV",68104,NA,NA,NA,NA
68309,"3544 CENTER ST",68105,NA,NA,NA,NA
25634,"2937 CHARLES ST",68131,"Remediated",2008-12-03,2008-06-17,1171
90606,NA,NA,NA,NA,NA,NA
24061,"4322 CALIFORNIA ST",68131,"Remediated",2013-07-23,2011-10-07,666
43452,"3615 NORTH POST RD",68112,NA,NA,NA,NA
57177,"4403 S 35 ST",68107,NA,NA,NA,NA
20335,"1319 S 25 AV",68105,"Remediated",2005-07-22,2004-07-15,958.18
762,"2706 HOWARD ST",68105,"Ineligible",NA,1999-12-18,347
64101,"4605 WILLIT ST",68152,NA,NA,NA,NA
63210,"5631 FRANCES ST",68106,NA,NA,NA,NA
86899,"1522 S 48 ST",68106,NA,NA,NA,NA
17086,"2331 S 32 AV",68105,"Ineligible",NA,2003-10-15,213.01
45208,"6241 CAMPBELL AV",68107,"Ineligible",NA,2008-08-29,81
89704,NA,NA,NA,NA,NA,NA
11164,"4329 S 25 ST",68107,"Remediated",2006-09-15,2004-08-02,592.61
32565,"3805 N 36 ST",68111,"Ineligible",NA,2004-10-21,99.52
28771,"4318 MIAMI ST",68111,"Ineligible",NA,2003-06-10,209.4
51788,"5024 WEBSTER ST",68132,"Ineligible",NA,2004-11-18,215.72
33873,"2423 SAHLER ST",68111,"Ineligible",NA,2004-06-17,160.91
27328,"4139 BURDETTE ST",68111,"Ineligible",NA,2003-09-15,159.91
17112,"1209 ARBOR ST",68108,"Remediated",2011-07-21,2003-08-17,519.92
78924,"6610 HARTMAN AV",68104,NA,NA,NA,NA
83506,"4104 S 50 ST",68117,NA,NA,NA,NA
77697,"7623 FAIRWAY DR",68152,NA,NA,NA,NA
27337,"3524 PATRICK AV",68111,"Ineligible",NA,2004-08-05,242.81
42049,"2868 WEBER ST",68112,"Ineligible",NA,2003-12-04,161.79
28987,"2531 N 18 ST",68110,"Ineligible",NA,2008-09-10,140
2377,"3936 R ST",68107,"Ineligible",NA,2002-07-29,110
84329,"703 S 67 AV",68106,NA,NA,NA,NA
38586,"4359 KANSAS AV",68111,"Ineligible",NA,2013-05-07,57
184,"14505 N RIVER DR",68112,"Ineligible",NA,NA,19.3
31043,"1455 LOTHROP ST",68110,"Ineligible",NA,2003-08-20,347.59
68959,"3515 N 59 ST",68104,NA,NA,NA,NA
28626,"4229 MIAMI ST",68111,"Ineligible",NA,2003-11-17,265.45
75696,"3524 N 54 ST",68104,"Ineligible",NA,2014-07-24,103
10100,"4610 S 31 ST",68107,"Ineligible",NA,2004-08-27,227.5
10087,"4625 S 22 ST",68107,"Ineligible",NA,2004-08-30,318.76
39897,"4005 NEWPORT AV",68112,NA,NA,NA,NA
66343,"841 PARKWOOD LA",68132,NA,NA,NA,NA
43477,"3522 LEE TERRACE RD",68112,NA,NA,NA,NA
68579,"4619 N 47 ST",68104,NA,NA,NA,NA
65552,"5124 CHARLES ST",68132,"Remediated",2010-07-13,2008-11-12,521
68419,"3925 FOREST LAWN AV",68112,NA,NA,NA,NA
25836,"4023 SEWARD ST",68111,"Remediated",2011-07-06,2006-07-06,612.88
16657,"2415 HANSCOM BD",68105,"Remediated",2012-08-13,2004-10-08,426.86
29583,"2860 CORBY ST",68111,"Remediated",2011-10-24,2003-08-18,590.49
64121,"8535 N 47 ST",68152,NA,NA,NA,NA
45189,"1523 MADISON ST",68107,"Ineligible",NA,2006-07-28,87.81
59526,"6766 PINKNEY ST",68104,NA,NA,NA,NA
23141,"130 N 39 ST",68131,"Ineligible",NA,2004-08-18,356.38
89233,NA,NA,NA,NA,NA,NA
65291,"6429 WHITMORE ST",68152,NA,NA,NA,NA
76856,"4559 SHIRLEY ST",68106,NA,NA,NA,NA
70683,"212 N 55 ST",68132,"Ineligible",NA,2008-12-17,334
33070,"2568 SPAULDING ST",68111,"Remediated",2012-08-29,2012-07-26,738
71912,"5207 BAUMAN AV",68152,NA,NA,NA,NA
65993,"2516 N 50 ST",68104,NA,NA,NA,NA
39320,"3102 CURTIS AV",68111,NA,NA,NA,NA
32642,"3724 N 24 ST",68110,"Remediated",2009-08-05,2005-06-02,663.43
60223,"4821 N 56 ST",68104,NA,NA,NA,NA
32678,"4462 SPAULDING ST",68111,"Ineligible",NA,2005-09-28,163.27
14407,"3031 S 39 ST",68105,"Ineligible",NA,2004-04-14,50
43757,"3513 POLK ST",68107,"Ineligible",NA,2008-12-10,216
55230,"12220 N 60 ST",68152,NA,NA,NA,NA
77726,"5029 ARBOR CR",68106,NA,NA,NA,NA
74167,"3208 N 48 ST",68104,"Ineligible",NA,2009-06-15,332
58395,"6930 CHARLES ST",68132,NA,NA,NA,NA
27178,"2008 JOHN A CREIGHTON BD",68111,"Ineligible",NA,2003-12-11,45.9
74715,"5021 SPENCER ST",68104,NA,NA,NA,NA
61226,"2033 N 70 ST",68104,NA,NA,NA,NA
16778,"2524 S 10 ST",68108,"Remediated",2009-08-11,2004-09-21,772.92
48599,"4929 S 19 ST",68107,"Ineligible",NA,2005-10-04,199.48
33659,"3925 N 17 ST",68110,"Ineligible",NA,2005-09-01,232.89
66491,"663 N 63 ST",68132,NA,NA,NA,NA
60913,"2521 N 70 ST",68104,NA,NA,NA,NA
44121,"4245 MONROE ST",68107,"Ineligible",NA,2008-12-19,265
11635,"3516 G ST",68107,"Ineligible",NA,2012-07-10,209
30280,"3818 SPENCER ST",68111,"Ineligible",NA,2017-03-31,89
25835,"3417 SEWARD ST",68111,"Ineligible",NA,2009-06-29,259
